cnpj_basico;nome_fantasia;situacao_cadastral;data_inicio_atividade;cnae_fiscal_principal;capital_social;uf;municipio;arrecadacao_media_setor;capital_medio_setor;feature_desvio_capital;feature_idade_anos
33705256;Empresa Comercial 287;2;2010-11-11;4781400;109198.83081079894;RJ;Niterói;80000;150000;0.7279922054053263;15.594798083504449
94504547;Empresa Comercial 288;2;2010-11-12;4711302;105872.593325466;RJ;Niterói;500000;2000000;0.052936296662733;15.592060232717317
87633091;Empresa Comercial 289;2;2010-11-13;5611201;96349.97000157526;RJ;Rio de Janeiro;45000;90000;1.0705552222397252;15.589322381930184
65403796;Empresa Comercial 291;2;2010-11-15;5611201;216409.8376337002;RJ;Niterói;45000;90000;2.4045537514855577;15.58384668035592
33508102;Empresa Comercial 292;2;2010-11-16;4711302;95040.36595449272;RJ;Niterói;500000;2000000;0.04752018297724636;15.58110882956879
15853584;Empresa Comercial 294;2;2010-11-19;4781400;50329.72387141641;RJ;Niterói;80000;150000;0.3355314924761094;15.572895277207392
75293686;Empresa Comercial 299;2;2010-11-24;4781400;268587.1505572543;RJ;Niterói;80000;150000;1.790581003715029;15.55920602327173
28298917;Empresa Comercial 301;2;2010-11-26;4711302;142490.09446044185;RJ;Rio de Janeiro;500000;2000000;0.07124504723022092;15.553730321697467
53563237;Empresa Comercial 302;2;2010-11-27;4781400;30486.871499320023;RJ;Duque de Caxias;80000;150000;0.20324580999546682;15.550992470910336
68245345;Empresa Comercial 307;2;2010-12-03;4781400;84457.2776762236;RJ;Duque de Caxias;80000;150000;0.5630485178414907;15.534565366187543
96343264;Empresa Comercial 310;2;2010-12-06;5611201;16161.748420567495;RJ;Rio de Janeiro;45000;90000;0.17957498245074996;15.526351813826146
71864219;Empresa Comercial 311;2;2010-12-07;5611201;11680.689850448902;RJ;Niterói;45000;90000;0.12978544278276558;15.523613963039015
64434670;Empresa Comercial 312;2;2010-12-08;4781400;41742.70599497926;RJ;Duque de Caxias;80000;150000;0.27828470663319504;15.520876112251882
43255876;Empresa Comercial 314;2;2010-12-11;5611201;586195.8490042958;RJ;Duque de Caxias;45000;90000;6.513287211158842;15.512662559890487
59114107;Empresa Comercial 315;2;2010-12-12;4711302;164600.21291851945;RJ;Duque de Caxias;500000;2000000;0.08230010645925973;15.509924709103354
25900476;Empresa Comercial 316;2;2010-12-13;4781400;323172.9237330191;RJ;Niterói;80000;150000;2.154486158220127;15.507186858316222
50820227;Empresa Comercial 317;2;2010-12-14;4711302;41112.46988606917;RJ;Niterói;500000;2000000;0.020556234943034584;15.50444900752909
89688895;Empresa Comercial 318;2;2010-12-15;4781400;541558.2895163706;RJ;Duque de Caxias;80000;150000;3.6103885967758043;15.501711156741958
97927856;Empresa Comercial 319;2;2010-12-16;4711302;28109.95128199426;RJ;Duque de Caxias;500000;2000000;0.014054975640997131;15.498973305954825
99595920;Empresa Comercial 321;2;2010-12-18;4781400;22853.267636282453;RJ;Duque de Caxias;80000;150000;0.15235511757521636;15.493497604380561
22707035;Empresa Comercial 322;2;2010-12-19;5611201;132690.63451352253;RJ;Niterói;45000;90000;1.4743403834835835;15.490759753593428
15130397;Empresa Comercial 323;2;2010-12-20;4781400;232784.9996447821;RJ;Rio de Janeiro;80000;150000;1.5518999976318806;15.488021902806297
80560220;Empresa Comercial 324;2;2010-12-22;4711302;73513.8814499771;RJ;Rio de Janeiro;500000;2000000;0.03675694072498855;15.482546201232033
46481541;Empresa Comercial 326;2;2010-12-24;4781400;90485.56548656944;RJ;Rio de Janeiro;80000;150000;0.6032371032437962;15.477070499657769
76385640;Empresa Comercial 327;2;2010-12-25;4781400;29457.01633640404;RJ;Rio de Janeiro;80000;150000;0.19638010890936028;15.474332648870636
88384476;Empresa Comercial 329;2;2010-12-27;4711302;175464.4914031054;RJ;Rio de Janeiro;500000;2000000;0.0877322457015527;15.468856947296372
52058334;Empresa Comercial 330;2;2010-12-28;4781400;272770.4202557794;RJ;Rio de Janeiro;80000;150000;1.8184694683718627;15.46611909650924
59742523;Empresa Comercial 331;2;2010-12-29;4781400;97086.16884560155;RJ;Rio de Janeiro;80000;150000;0.6472411256373437;15.463381245722108
49769056;Empresa Comercial 332;2;2010-12-30;5611201;140065.12688596267;RJ;Duque de Caxias;45000;90000;1.5562791876218074;15.460643394934976
66688830;Empresa Comercial 334;2;2011-01-02;5611201;160733.38887960627;RJ;Duque de Caxias;45000;90000;1.7859265431067364;15.45242984257358
41725526;Empresa Comercial 337;2;2011-01-05;4711302;331433.4057583524;RJ;Rio de Janeiro;500000;2000000;0.16571670287917623;15.444216290212184
89348896;Empresa Comercial 338;2;2011-01-06;5611201;128927.2340276776;RJ;Niterói;45000;90000;1.432524822529751;15.441478439425051
28992383;Empresa Comercial 339;2;2011-01-07;4781400;48572.63112762536;RJ;Rio de Janeiro;80000;150000;0.32381754085083575;15.43874058863792
66877183;Empresa Comercial 341;2;2011-01-09;4711302;104059.69176893332;RJ;Duque de Caxias;500000;2000000;0.05202984588446666;15.433264887063656
94574185;Empresa Comercial 342;2;2011-01-10;4711302;65450.527672868;RJ;Niterói;500000;2000000;0.032725263836433996;15.430527036276523
11989173;Empresa Comercial 343;2;2011-01-11;4711302;35041.84767828917;RJ;Duque de Caxias;500000;2000000;0.017520923839144584;15.427789185489392
42474983;Empresa Comercial 345;2;2011-01-14;4711302;273328.6898463816;RJ;Duque de Caxias;500000;2000000;0.1366643449231908;15.419575633127995
43999533;Empresa Comercial 346;2;2011-01-15;4711302;147947.10115330823;RJ;Rio de Janeiro;500000;2000000;0.07397355057665411;15.416837782340862
73967150;Empresa Comercial 348;2;2011-01-17;4781400;44588.67031378848;RJ;Niterói;80000;150000;0.2972578020919232;15.411362080766597
73981206;Empresa Comercial 349;2;2011-01-18;4781400;24369.20647322895;RJ;Rio de Janeiro;80000;150000;0.162461376488193;15.408624229979466
74785345;Empresa Comercial 350;2;2011-01-19;5611201;5915.92033018896;RJ;Niterói;45000;90000;0.06573244811321066;15.405886379192333
27882750;Empresa Comercial 351;2;2011-01-20;5611201;111349.4285672206;RJ;Rio de Janeiro;45000;90000;1.2372158729691178;15.403148528405202
88725274;Empresa Comercial 352;2;2011-01-21;4711302;962181.8083374136;RJ;Rio de Janeiro;500000;2000000;0.4810909041687068;15.40041067761807
70303849;Empresa Comercial 353;2;2011-01-22;4711302;183099.4454197937;RJ;Duque de Caxias;500000;2000000;0.09154972270989685;15.397672826830938
20192257;Empresa Comercial 354;2;2011-01-23;5611201;60310.95584064594;RJ;Duque de Caxias;45000;90000;0.6701217315627327;15.394934976043805
31130343;Empresa Comercial 356;2;2011-01-26;4781400;233298.05267369607;RJ;Duque de Caxias;80000;150000;1.5553203511579738;15.38672142368241
50869792;Empresa Comercial 357;2;2011-01-27;4781400;7330.282259574535;RJ;Duque de Caxias;80000;150000;0.048868548397163564;15.383983572895277
59913224;Empresa Comercial 358;2;2011-01-28;4711302;259626.05228087973;RJ;Niterói;500000;2000000;0.12981302614043985;15.381245722108146
74356138;Empresa Comercial 359;2;2011-01-29;4711302;58614.160633620406;RJ;Duque de Caxias;500000;2000000;0.029307080316810202;15.378507871321013
77607727;Empresa Comercial 360;2;2011-01-30;4711302;29320.22659319916;RJ;Rio de Janeiro;500000;2000000;0.01466011329659958;15.375770020533881
68114585;Empresa Comercial 363;2;2011-02-02;5611201;87973.33587565027;RJ;Rio de Janeiro;45000;90000;0.9774815097294475;15.367556468172484
36658609;Empresa Comercial 364;2;2011-02-03;4711302;56138.65275771466;RJ;Niterói;500000;2000000;0.028069326378857333;15.364818617385353
86294551;Empresa Comercial 365;2;2011-02-04;5611201;33350.87502921563;RJ;Rio de Janeiro;45000;90000;0.3705652781023959;15.36208076659822
40024204;Empresa Comercial 366;2;2011-02-06;4711302;220468.2170235476;RJ;Rio de Janeiro;500000;2000000;0.1102341085117738;15.356605065023956
92008891;Empresa Comercial 367;2;2011-02-07;4711302;697431.3899811204;RJ;Niterói;500000;2000000;0.34871569499056015;15.353867214236825
58715257;Empresa Comercial 368;2;2011-02-08;4781400;230620.92658908563;RJ;Rio de Janeiro;80000;150000;1.5374728439272376;15.351129363449692
32268806;Empresa Comercial 369;2;2011-02-09;5611201;57633.1088411906;RJ;Niterói;45000;90000;0.6403678760132289;15.34839151266256
16512440;Empresa Comercial 370;2;2011-02-10;5611201;47117.67957468659;RJ;Rio de Janeiro;45000;90000;0.5235297730520733;15.345653661875428
22431395;Empresa Comercial 371;2;2011-02-11;5611201;41821.00418481828;RJ;Duque de Caxias;45000;90000;0.46467782427575866;15.342915811088295
83208492;Empresa Comercial 372;2;2011-02-12;4781400;27048.09774673912;RJ;Niterói;80000;150000;0.18032065164492747;15.340177960301164
46253447;Empresa Comercial 374;2;2011-02-14;4781400;144482.5442003964;RJ;Rio de Janeiro;80000;150000;0.963216961335976;15.3347022587269
72460303;Empresa Comercial 376;2;2011-02-17;4711302;176015.1934633261;RJ;Rio de Janeiro;500000;2000000;0.08800759673166306;15.326488706365502
93831437;Empresa Comercial 377;2;2011-02-18;5611201;56867.31121824844;RJ;Niterói;45000;90000;0.6318590135360937;15.323750855578371
74447435;Empresa Comercial 378;2;2011-02-19;4711302;65141.27922872125;RJ;Niterói;500000;2000000;0.03257063961436062;15.321013004791238
59895282;Empresa Comercial 379;2;2011-02-20;4711302;176626.76632893822;RJ;Duque de Caxias;500000;2000000;0.08831338316446911;15.318275154004107
12503771;Empresa Comercial 380;2;2011-02-21;5611201;69490.02403162279;RJ;Rio de Janeiro;45000;90000;0.7721113781291421;15.315537303216974
80286689;Empresa Comercial 381;2;2011-02-22;4711302;40857.252767242215;RJ;Duque de Caxias;500000;2000000;0.02042862638362111;15.312799452429843
14183839;Empresa Comercial 383;2;2011-02-24;5611201;52635.47578046304;RJ;Rio de Janeiro;45000;90000;0.5848386197829227;15.307323750855579
77775190;Empresa Comercial 384;2;2011-02-25;4711302;18868.73656746628;RJ;Duque de Caxias;500000;2000000;0.00943436828373314;15.304585900068446
77758014;Empresa Comercial 385;2;2011-02-26;4711302;13545806.860996949;RJ;Niterói;500000;2000000;6.7729034304984745;15.301848049281315
58939582;Empresa Comercial 388;2;2011-03-02;4711302;15044.771374497626;RJ;Niterói;500000;2000000;0.007522385687248813;15.290896646132786
32725756;Empresa Comercial 390;2;2011-03-04;4711302;40648.87661603463;RJ;Rio de Janeiro;500000;2000000;0.020324438308017313;15.285420944558522
11079600;Empresa Comercial 392;2;2011-03-06;5611201;14942.646979899064;RJ;Niterói;45000;90000;0.16602941088776738;15.279945242984258
80612021;Empresa Comercial 396;2;2011-03-10;5611201;39805.8545210282;RJ;Rio de Janeiro;45000;90000;0.4422872724558689;15.268993839835728
18849851;Empresa Comercial 398;2;2011-03-13;4781400;26621.857858469622;RJ;Niterói;80000;150000;0.17747905238979747;15.260780287474333
70779108;Empresa Comercial 399;2;2011-03-14;4711302;16560.123126358794;RJ;Duque de Caxias;500000;2000000;0.008280061563179397;15.2580424366872
76009351;Empresa Comercial 400;2;2011-03-15;4711302;732501.7627824263;RJ;Niterói;500000;2000000;0.36625088139121315;15.255304585900069
95871668;Empresa Comercial 401;2;2011-03-16;4711302;164890.09151217455;RJ;Niterói;500000;2000000;0.08244504575608727;15.252566735112936
94890726;Empresa Comercial 402;2;2011-03-17;4711302;122164.52537688408;RJ;Niterói;500000;2000000;0.06108226268844204;15.249828884325805
97753580;Empresa Comercial 403;2;2011-03-18;5611201;222543.994438418;RJ;Rio de Janeiro;45000;90000;2.472711049315756;15.247091033538672
10449395;Empresa Comercial 405;2;2011-03-20;5611201;251538.2442945565;RJ;Niterói;45000;90000;2.7948693810506278;15.241615331964407
31921117;Empresa Comercial 406;2;2011-03-21;4711302;7501.662962136325;RJ;Niterói;500000;2000000;0.0037508314810681628;15.238877481177276
61592034;Empresa Comercial 408;2;2011-03-24;4781400;164590.46195005305;RJ;Rio de Janeiro;80000;150000;1.0972697463336871;15.23066392881588
63386038;Empresa Comercial 409;2;2011-03-25;4711302;75682.89865850903;RJ;Rio de Janeiro;500000;2000000;0.03784144932925452;15.227926078028748
67351079;Empresa Comercial 410;2;2011-03-26;4711302;611684.5281794876;RJ;Niterói;500000;2000000;0.3058422640897438;15.225188227241615
41530803;Empresa Comercial 411;2;2011-03-27;5611201;169225.0721026269;RJ;Rio de Janeiro;45000;90000;1.8802785789180767;15.222450376454484
43266319;Empresa Comercial 412;2;2011-03-28;4711302;475417.8968049149;RJ;Duque de Caxias;500000;2000000;0.23770894840245746;15.219712525667351
40503180;Empresa Comercial 413;2;2011-03-29;4711302;38742.993494153234;RJ;Rio de Janeiro;500000;2000000;0.019371496747076618;15.21697467488022
80009467;Empresa Comercial 415;2;2011-03-31;4781400;63147.97188410193;RJ;Duque de Caxias;80000;150000;0.42098647922734617;15.211498973305956
54910237;Empresa Comercial 416;2;2011-04-01;5611201;689385.704269174;RJ;Rio de Janeiro;45000;90000;7.659841158546378;15.208761122518823
52165906;Empresa Comercial 417;2;2011-04-02;4781400;30740.837742222728;RJ;Niterói;80000;150000;0.20493891828148486;15.206023271731691
69855504;Empresa Comercial 418;2;2011-04-04;5611201;113955.90858418116;RJ;Duque de Caxias;45000;90000;1.2661767620464572;15.200547570157427
99473854;Empresa Comercial 419;2;2011-04-05;4781400;241142.85850164003;RJ;Duque de Caxias;80000;150000;1.6076190566776003;15.197809719370294
13695961;Empresa Comercial 422;2;2011-04-08;4781400;649166.0640028393;RJ;Duque de Caxias;80000;150000;4.327773760018928;15.189596167008897
46396424;Empresa Comercial 424;2;2011-04-10;5611201;143978.47347870094;RJ;Niterói;45000;90000;1.5997608164300103;15.184120465434633
14294539;Empresa Comercial 425;2;2011-04-11;4781400;13412.500780665252;RJ;Rio de Janeiro;80000;150000;0.08941667187110168;15.181382614647502
21609076;Empresa Comercial 426;2;2011-04-12;5611201;281973.6128405297;RJ;Rio de Janeiro;45000;90000;3.1330401426725523;15.178644763860369
83204793;Empresa Comercial 427;2;2011-04-13;5611201;161690.24438826132;RJ;Niterói;45000;90000;1.7965582709806813;15.175906913073238
10803328;Empresa Comercial 429;2;2011-04-16;5611201;7445.254021461984;RJ;Rio de Janeiro;45000;90000;0.08272504468291093;15.16769336071184
30840174;Empresa Comercial 430;2;2011-04-17;5611201;139351.50794122976;RJ;Niterói;45000;90000;1.5483500882358863;15.16495550992471
26953831;Empresa Comercial 434;2;2011-04-21;4781400;36426.240483549824;RJ;Rio de Janeiro;80000;150000;0.2428416032236655;15.154004106776181
66996736;Empresa Comercial 435;2;2011-04-22;4781400;36958.1088505213;RJ;Niterói;80000;150000;0.24638739233680865;15.151266255989048
81709884;Empresa Comercial 437;2;2011-04-24;5611201;13278.899575220375;RJ;Rio de Janeiro;45000;90000;0.14754332861355973;15.145790554414784
58487260;Empresa Comercial 441;2;2011-04-29;4781400;167602.22244019466;RJ;Duque de Caxias;80000;150000;1.1173481496012978;15.132101300479125
25192217;Empresa Comercial 444;2;2011-05-02;5611201;19022.98555871372;RJ;Duque de Caxias;45000;90000;0.21136650620793024;15.123887748117728
62496015;Empresa Comercial 445;2;2011-05-03;4711302;17292.77358457342;RJ;Niterói;500000;2000000;0.008646386792286711;15.121149897330595
43698788;Empresa Comercial 447;2;2011-05-05;4781400;442384.10926884325;RJ;Duque de Caxias;80000;150000;2.9492273951256216;15.11567419575633
73362116;Empresa Comercial 449;2;2011-05-08;4781400;49506.72758859676;RJ;Niterói;80000;150000;0.3300448505906451;15.107460643394935
60296557;Empresa Comercial 452;2;2011-05-11;4781400;175855.56397455328;RJ;Duque de Caxias;80000;150000;1.1723704264970218;15.099247091033538
79397491;Empresa Comercial 454;2;2011-05-13;4781400;301132.817814924;RJ;Duque de Caxias;80000;150000;2.00755211876616;15.093771389459274
91949124;Empresa Comercial 455;2;2011-05-14;4711302;104954.12445704085;RJ;Rio de Janeiro;500000;2000000;0.05247706222852042;15.091033538672143
33295179;Empresa Comercial 456;2;2011-05-15;4781400;26659.740565309632;RJ;Niterói;80000;150000;0.17773160376873087;15.08829568788501
83706383;Empresa Comercial 457;2;2011-05-16;4711302;56247.92234958591;RJ;Duque de Caxias;500000;2000000;0.028123961174792957;15.085557837097879
30279846;Empresa Comercial 460;2;2011-05-20;4781400;118573.87756760848;RJ;Rio de Janeiro;80000;150000;0.7904925171173899;15.07460643394935
20970723;Empresa Comercial 461;2;2011-05-21;4711302;177311.19012791937;RJ;Niterói;500000;2000000;0.08865559506395969;15.071868583162217
82807712;Empresa Comercial 462;2;2011-05-22;5611201;157164.4621386738;RJ;Duque de Caxias;45000;90000;1.74627180154082;15.069130732375086
82193785;Empresa Comercial 463;2;2011-05-23;4781400;324704.85247032065;RJ;Niterói;80000;150000;2.1646990164688042;15.066392881587953
53351876;Empresa Comercial 465;2;2011-05-25;4711302;231168.55933779696;RJ;Duque de Caxias;500000;2000000;0.11558427966889848;15.06091718001369
60166883;Empresa Comercial 466;2;2011-05-26;4781400;47893.964664708496;RJ;Rio de Janeiro;80000;150000;0.3192930977647233;15.058179329226558
70361505;Empresa Comercial 467;2;2011-05-27;4781400;175065.63907204662;RJ;Rio de Janeiro;80000;150000;1.1671042604803108;15.055441478439425
56787763;Empresa Comercial 468;2;2011-05-28;4781400;353715.58467698185;RJ;Rio de Janeiro;80000;150000;2.358103897846546;15.052703627652292
13693305;Empresa Comercial 470;2;2011-05-31;5611201;231509.6186820072;RJ;Niterói;45000;90000;2.5723290964667465;15.044490075290897
23470137;Empresa Comercial 471;2;2011-06-01;5611201;198532.7445812816;RJ;Duque de Caxias;45000;90000;2.205919384236462;15.041752224503764
44654999;Empresa Comercial 477;2;2011-06-07;4711302;22433.529308407164;RJ;Rio de Janeiro;500000;2000000;0.011216764654203583;15.025325119780971
37451727;Empresa Comercial 478;2;2011-06-08;4711302;24473.93936244125;RJ;Duque de Caxias;500000;2000000;0.012236969681220625;15.02258726899384
84815222;Empresa Comercial 479;2;2011-06-09;4781400;140385.48970011025;RJ;Duque de Caxias;80000;150000;0.9359032646674017;15.019849418206707
58978079;Empresa Comercial 481;2;2011-06-12;5611201;10329.4440555069;RJ;Rio de Janeiro;45000;90000;0.11477160061674332;15.011635865845312
94607827;Empresa Comercial 483;2;2011-06-14;4781400;78615.4885110522;RJ;Niterói;80000;150000;0.524103256740348;15.006160164271048
99843595;Empresa Comercial 485;2;2011-06-16;5611201;247862.9404667856;RJ;Duque de Caxias;45000;90000;2.754032671853173;15.000684462696784
66564401;Empresa Comercial 486;2;2011-06-17;5611201;374901.1327217536;RJ;Rio de Janeiro;45000;90000;4.165568141352818;14.99794661190965
56673570;Empresa Comercial 487;2;2011-06-18;5611201;216953.62652871697;RJ;Rio de Janeiro;45000;90000;2.410595850319077;14.99520876112252
25033888;Empresa Comercial 489;2;2011-06-20;5611201;41595.8267048202;RJ;Rio de Janeiro;45000;90000;0.46217585227578006;14.989733059548255
